Muscle Group,Exercise Name,Equipment,Video Links,Difficulty,Force,Grips,Mechanic,Instructions
Cables,Cable Bar Romanian Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-romanian-deadlift-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-romanian-deadlift-front.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Compound,"1. Start with a straight bar or ez bar attachment set to the bottom of the machine. Squat the weight up into a standing position and walk a few steps back | 2. Push your butt back to initiate the movement and then push your butt forward until you're back in a standing position. | 3. To protect yourself from injury, always maintain a flat back on any exercise."
Cables,Cable Single Leg Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-single-leg-romanian-deadlift-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-single-leg-romanian-deadlift-front.mp4#t=0.1",Advanced,Pull,Overhand: Pronated,Compound,"1. Start with a straight bar or easy bar attachment. Squat the weight up into a standing position and walk a few steps back. | 2. Push your butt back to initiate the movement while lifting one of your legs. Then push your butt forward until you're back in a standing position. | 3. Compete your given amount of reps, then switch to opposite leg. | 4. To protect yourself from injury, always maintain a flat back."
Cables,Cable Pull Through,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-pull-through-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-pull-through-front.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. This exercise works best with a rope attachment but can be done with anything. The attachment should be set to the bottom of the machine. | 2. Face away from the cable machine, straddle the cable itself, and grab the attachment. Walk a few steps away. | 3. Break at the hips while maintaining a flat back and mostly extended knees. | 4. Push hips forward until you are back in a standing position."
Cables,Cable Standing Straight Leg Glute Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-glute-kickback-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-glute-kickback-front.mp4#t=0.1",Beginner,Push,,Isolation,"1. Use an ankle attachment. The cable should be set to the bottom of the crossover machine. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Zercher Squat,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-squat-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-squat-front.mp4#t=0.1",Intermediate,Push,Neutral,Compound,"1. Start with a straight bar or easy bar attachment . | 2. Place the bar in your elbows, squat straight up and then walk back a few steps. | 3. Break at your knees and hips to initiate the squat. Make sure you maintain a flat back. | 4. Squat all the way back to a standing position."
Cables,Cable Incline Bench Straight Leg Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-incline-bench-straight-leg-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-incline-bench-straight-leg-kickback-side.mp4#t=0.1",Beginner,Push,-,Compound,"1. Use an ankle attachment. Bring a bench over to the cables. Put the bench at incline level. The cable should be set to shoulder height. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Bench Straight Leg Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bench-straight-leg-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bench-straight-leg-kickback-side.mp4#t=0.1",Beginner,Push,-,Compound,"1. Use an ankle attachment. Bring a bench over to the cables. The cable should be set to hip height. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Standing Mid Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-mid-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-mid-kickback-side.mp4#t=0.1",Beginner,Push,,Isolation,"1. Use an ankle attachment. The cable should be set halfway up the crossover machine. | 2. Start with a bent knee position. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Standing Straight Leg Mid Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-straight-leg-mid-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-straight-leg-mid-kickback-side.mp4#t=0.1",Beginner,Push,,Isolation,"1. Use an ankle attachment. The cable should be set to halfway up the crossover machine. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Zercher Good Morning,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-good-morning-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-good-morning-side.mp4#t=0.1",Advanced,Pull,-,Compound,"1. Begin by standing with your feet about hip-width apart and holding the bar in the crook of your elbows, with your palms facing towards your body. | 2. Keeping your core engaged and your back straight, bend at the hips and lower your torso forward until it is nearly parallel to the ground. | 3. Push through your heels to extend your hips and raise your body back to the starting position."
Cables,Cable Bar Staggered Romanian Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-staggered-romanian-deadlift-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-staggered-romanian-deadlift-side.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Compound,"1. Start with a straight bar attachment set to the bottom of the machine. Squat the weight up into a standing position and walk a few steps back. | 2. Stand with a staggered stance. Push your butt back to initiate the movement and then push your butt forward until you're back in a standing position. | 3. To protect yourself from injury, always maintain a flat back on any exercise."
Cables,Cable Elevated Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-elevated-deadlift-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-elevated-deadlift-side.mp4#t=0.1",Intermediate,Pull,Neutral,Compound,"1. Start with handles set to the bottom of the machine. Grab a box, stand on top of the box, squat the weight up into a standing position. | 2. Push your butt back to initiate the movement and then push your butt forward until you're back in a standing position. | 3. To protect yourself from injury, always maintain a flat back on any exercise."
Cables,Cable Standing Crunch,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-standing-crunch-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-standing-crunch-side.mp4#t=0.1",Advanced,,Neutral,,"1. Use a double handle attachment and set the cable all the way to the top. | 2. Face away from the cable tower and walk a few steps forward. | 3. Push your hips back, and flex your abs. | 4. Return to the starting standing position and repeat."
Cables,Cable Row Bar Kneeling Crunch,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-kneeling-crunch-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-kneeling-crunch-side.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. Use a double handle attachment and set the cable all the way to the top. | 2. Walk a few steps forward then fall into a kneeling position. | 3. Push your hips back and flex your abs, then push hips forward until in the starting position."
Cables,Cable Rope Kneeling Oblique Crunch,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-oblique-crunch-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-oblique-crunch-side.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. Use a rope attachment and set the cable all the way to the top. | 2. Walk a few steps forward then fall into a kneeling position. | 3. Push your hips back and flex your abs, then push hips forward until in the starting position."
Cables,Cable Rope Kneeling Crunch,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-crunch-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-crunch-front.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. Use a rope attachment and set the cable all the way to the top. | 2. Walk a few steps forward then fall into a kneeling position. | 3. Push your hips back and flex your abs, then push hips forward until in the starting position."
Cables,Cable Row Bar Kneeling Crunch,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-kneeling-crunch-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-kneeling-crunch-side.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. Use a double handle attachment and set the cable all the way to the top. | 2. Walk a few steps forward then fall into a kneeling position. | 3. Push your hips back and flex your abs, then push hips forward until in the starting position."
Cables,Cable Rope Kneeling Oblique Crunch,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-oblique-crunch-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-oblique-crunch-side.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. Use a rope attachment and set the cable all the way to the top. | 2. Walk a few steps forward then fall into a kneeling position. | 3. Push your hips back and flex your abs, then push hips forward until in the starting position."
Cables,Cable Rope Kneeling Crunch,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-crunch-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-kneeling-crunch-front.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. Use a rope attachment and set the cable all the way to the top. | 2. Walk a few steps forward then fall into a kneeling position. | 3. Push your hips back and flex your abs, then push hips forward until in the starting position."
Cables,Cable Calve Raise,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-calve-raise-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-calve-raise-side.mp4#t=0.1",Beginner,,,,1. Use a straight bar or ez bar attachment with the cable set all the way to the bottom. | 2. Walk a few steps back. | 3. Pull your heels straight up until you feel a contraction in your calves and then back to original position.
Cables,Cable Bar Calve Raise,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-calf-raise-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-calf-raise-front.mp4#t=0.1",Novice,Push,Overhand: Pronated,Isolation,1. Use a straight bar or ez bar attachment with the cable set all the way to the bottom. | 2. Walk a few steps back. | 3. Pull your heels straight up until you feel a contraction in your calves and then back to original position.
Cables,Cable Belt Calf Raise,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-belt-calf-raise-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-belt-calf-raise-front.mp4#t=0.1",Novice,Push,-,Isolation,1. Put on a dip belt and attach the cable carabiner to the chain/strap. | 2. Take a few steps back and stand tall. Raise up onto the balls of your feet and hold for a 1 count.
Cables,Cable Wrist Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-front.mp4#t=0.1",Beginner,,Underhand: Supinated,,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Start with your elbow at a 90° angle with your palm facing up. Flex and extend at the wrist.
Cables,Cable Wrist Extension,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-front.mp4#t=0.1",Beginner,,Overhand: Pronated,,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Start with your elbow at a 90 degree angle with your palm facing down. Flex and extend at the wrist.
Cables,Cable Single Arm Reverse Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-side.mp4#t=0.1",Beginner,Pull,,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Seated Bayesian Reverse Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-side.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine and sit on the bench. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Bar Reverse Grip Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-reverse-grip-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-reverse-grip-curl-side.mp4#t=0.1",Novice,Pull,"Overhand: Pronated, Underhand: Supinated",Isolation,1. Use a bar attachment. The cable should be set all the way to the bottom of the machine. | 2. Face the cable machine. | 3. Stagger your stance so you have a better base of support. Face your palm down. Flex at the elbow and extend.
Cables,Cable Reverse Bayesian Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-side.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Wrist Extension,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-front.mp4#t=0.1",Beginner,,Overhand: Pronated,,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Start with your elbow at a 90 degree angle with your palm facing down. Flex and extend at the wrist.
Cables,Cable Single Arm Reverse Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-side.mp4#t=0.1",Beginner,Pull,,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Seated Bayesian Reverse Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-side.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine and sit on the bench. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Reverse Bayesian Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-side.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Wrist Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-front.mp4#t=0.1",Beginner,,Underhand: Supinated,,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Start with your elbow at a 90° angle with your palm facing up. Flex and extend at the wrist.
Cables,Cable Single Arm Reverse Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-side.mp4#t=0.1",Beginner,Pull,,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Seated Bayesian Reverse Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-side.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine and sit on the bench. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Reverse Bayesian Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-side.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Isolation,1. Use a handle attachment. The cable should be set all the way to the bottom of the machine. | 2. Face away from the cable machine. Stagger your stance so you have a better base of support. | 3. Face your palm downwards. Flex at the elbow and extend.
Cables,Cable Goblet Squat,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-goblet-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-goblet-squat-side.mp4#t=0.1",Novice,Push,Neutral,Compound,"1. Start with a straight bar or easy bar attachment . | 2. Get your elbows directly underneath the bar, squat straight up and then walk back a few steps. | 3. Break at your knees and hips to initiate the squat. Make sure you maintain a flat back. | 4. Squat all the way back to a standing position."
Cables,Cable Split Squat,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-split-squat-side.mp4#t=0.1",Advanced,Push,Overhand: Pronated,Compound,1. You can use a straight or EZ bar on this exercise. Cable should be set all to the bottom. | 2. Grab the attachment and walk back a few steps. Take a split stance. One leg in front and one behind. | 3. Break at the knees and hips to initiate the split squat. Make sure your back knee touches the floor. | 4. Squat back up into a standing position.
Cables,Cable Bar Romanian Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-romanian-deadlift-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-romanian-deadlift-front.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Compound,"1. Start with a straight bar or ez bar attachment set to the bottom of the machine. Squat the weight up into a standing position and walk a few steps back | 2. Push your butt back to initiate the movement and then push your butt forward until you're back in a standing position. | 3. To protect yourself from injury, always maintain a flat back on any exercise."
Cables,Cable Single Leg Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-single-leg-romanian-deadlift-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-single-leg-romanian-deadlift-front.mp4#t=0.1",Advanced,Pull,Overhand: Pronated,Compound,"1. Start with a straight bar or easy bar attachment. Squat the weight up into a standing position and walk a few steps back. | 2. Push your butt back to initiate the movement while lifting one of your legs. Then push your butt forward until you're back in a standing position. | 3. Compete your given amount of reps, then switch to opposite leg. | 4. To protect yourself from injury, always maintain a flat back."
Cables,Cable Pull Through,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-pull-through-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-pull-through-front.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,"1. This exercise works best with a rope attachment but can be done with anything. The attachment should be set to the bottom of the machine. | 2. Face away from the cable machine, straddle the cable itself, and grab the attachment. Walk a few steps away. | 3. Break at the hips while maintaining a flat back and mostly extended knees. | 4. Push hips forward until you are back in a standing position."
Cables,Cable Standing Hip Abduction,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-hip-abduction-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-hip-abduction-front.mp4#t=0.1",Beginner,Push,-,Isolation,1. Use an ankle attachment. Cable should be set all the way to the bottom. | 2. Face sideways with the ankle attachment on your outside leg. Walk a few steps away. | 3. Abduct at the hips and raise your leg out to the side. | 4. Return to the starting position and stop just short of your foot touching back to the ground (to keep tension on the muscle).
Cables,Cable Standing Straight Leg Glute Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-glute-kickback-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-glute-kickback-front.mp4#t=0.1",Beginner,Push,,Isolation,"1. Use an ankle attachment. The cable should be set to the bottom of the crossover machine. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Zercher Squat,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-squat-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-squat-front.mp4#t=0.1",Intermediate,Push,Neutral,Compound,"1. Start with a straight bar or easy bar attachment . | 2. Place the bar in your elbows, squat straight up and then walk back a few steps. | 3. Break at your knees and hips to initiate the squat. Make sure you maintain a flat back. | 4. Squat all the way back to a standing position."
Cables,Cable Quadruped Hip Abduction,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-quadruped-hip-abduction-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-quadruped-hip-abduction-front.mp4#t=0.1",Beginner,Push,-,Isolation,1. Use an ankle attachment. Cable should be set all the way to the bottom. | 2. Take a quadruped position with the cable going across your planted leg. | 3. Abduct at the hips and raise your leg out to the side. | 4. Return to the starting position and stop just short of the cables touching back down (to keep tension on the muscle).
Cables,Cable Incline Bench Straight Leg Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-incline-bench-straight-leg-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-incline-bench-straight-leg-kickback-side.mp4#t=0.1",Beginner,Push,-,Compound,"1. Use an ankle attachment. Bring a bench over to the cables. Put the bench at incline level. The cable should be set to shoulder height. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Bench Straight Leg Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bench-straight-leg-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bench-straight-leg-kickback-side.mp4#t=0.1",Beginner,Push,-,Compound,"1. Use an ankle attachment. Bring a bench over to the cables. The cable should be set to hip height. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Standing Hip Adduction,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-hip-adduction-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-hip-adduction-front.mp4#t=0.1",Beginner,Pull,-,Isolation,"1. Bring the cable all the way to the bottom of the stack. Use an ankle attachment. | 2. Keeping your feet together, move your legs out to the sides and then back to the midline of your body. Repeat for the desired number of repetitions."
Cables,Cable Standing Mid Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-mid-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-mid-kickback-side.mp4#t=0.1",Beginner,Push,,Isolation,"1. Use an ankle attachment. The cable should be set halfway up the crossover machine. | 2. Start with a bent knee position. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Standing Straight Leg Mid Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-straight-leg-mid-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-straight-leg-mid-kickback-side.mp4#t=0.1",Beginner,Push,,Isolation,"1. Use an ankle attachment. The cable should be set to halfway up the crossover machine. | 2. Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Standing Glute Kickback,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-kickback-side.mp4#t=0.1",Beginner,Push,,Isolation,"1. Use an ankle attachment. The cable should be set to the bottom of the crossover machine. | 2. Break at the knee, push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes. | 3. Then flex at the hips until you are back into your original position."
Cables,Cable Zercher Good Morning,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-good-morning-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-zercher-good-morning-side.mp4#t=0.1",Advanced,Pull,-,Compound,"1. Begin by standing with your feet about hip-width apart and holding the bar in the crook of your elbows, with your palms facing towards your body. | 2. Keeping your core engaged and your back straight, bend at the hips and lower your torso forward until it is nearly parallel to the ground. | 3. Push through your heels to extend your hips and raise your body back to the starting position."
Cables,Cable Bar Staggered Romanian Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-staggered-romanian-deadlift-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-staggered-romanian-deadlift-side.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Compound,"1. Start with a straight bar attachment set to the bottom of the machine. Squat the weight up into a standing position and walk a few steps back. | 2. Stand with a staggered stance. Push your butt back to initiate the movement and then push your butt forward until you're back in a standing position. | 3. To protect yourself from injury, always maintain a flat back on any exercise."
Cables,Cable Elevated Deadlift,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-elevated-deadlift-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-elevated-deadlift-side.mp4#t=0.1",Intermediate,Pull,Neutral,Compound,"1. Start with handles set to the bottom of the machine. Grab a box, stand on top of the box, squat the weight up into a standing position. | 2. Push your butt back to initiate the movement and then push your butt forward until you're back in a standing position. | 3. To protect yourself from injury, always maintain a flat back on any exercise."
Cables,Cable Belt Split Squat,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-belt-split-squat-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-belt-split-squat-front.mp4#t=0.1",Beginner,Push,-,Compound,"1. Put on a dip belt and attach the strap/ chain to the cable's carabiner. | 2. Take a few steps back and take a split stance. | 3. Lower into a split squat, letting the weight pull you forward. As you squat back to the starting position push yourself backwards against the resistance."
